Column,Missing_Percentage
LTCH_MDCR_STDZD_PYMT_PCT,0.0
LTCH_MDCR_STDZD_PYMT_PC,0.0
LTCH_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_LTCH_CNT,0.0
BENES_LTCH_PCT,0.0
LTCH_CVRD_STAYS_PER_1000_BENES,0.0
LTCH_CVRD_DAYS_PER_1000_BENES,0.0
HH_MDCR_PYMT_AMT,0.0
HH_MDCR_PYMT_PCT,0.0
HH_MDCR_PYMT_PC,0.0
HH_MDCR_PYMT_PER_USER,0.0
HH_MDCR_STDZD_PYMT_AMT,0.0
HH_MDCR_STDZD_PYMT_PCT,0.0
HH_MDCR_STDZD_PYMT_PC,0.0
HH_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_HH_CNT,0.0
BENES_HH_PCT,0.0
HH_EPISODES_PER_1000_BENES,0.0
HH_VISITS_PER_1000_BENES,0.0
HOSPC_MDCR_PYMT_AMT,0.0
HOSPC_MDCR_PYMT_PCT,0.0
HOSPC_MDCR_PYMT_PC,0.0
HOSPC_MDCR_PYMT_PER_USER,0.0
HOSPC_MDCR_STDZD_PYMT_AMT,0.0
HOSPC_MDCR_STDZD_PYMT_PCT,0.0
HOSPC_MDCR_STDZD_PYMT_PC,0.0
HOSPC_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_HOSPC_CNT,0.0
BENES_HOSPC_PCT,0.0
HOSPC_CVRD_STAYS_PER_1000_BENES,0.0
HOSPC_CVRD_DAYS_PER_1000_BENES,0.0
EM_MDCR_PYMT_AMT,0.0
EM_MDCR_PYMT_PCT,0.0
EM_MDCR_PYMT_PC,0.0
EM_MDCR_PYMT_PER_USER,0.0
EM_MDCR_STDZD_PYMT_AMT,0.0
EM_MDCR_STDZD_PYMT_PCT,0.0
EM_MDCR_STDZD_PYMT_PC,0.0
EM_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_EM_CNT,0.0
BENES_EM_PCT,0.0
EM_EVNTS_PER_1000_BENES,0.0
PRCDRS_MDCR_PYMT_AMT,0.0
PRCDRS_MDCR_PYMT_PCT,0.0
PRCDRS_MDCR_PYMT_PC,0.0
PRCDRS_MDCR_PYMT_PER_USER,0.0
PRCDRS_MDCR_STDZD_PYMT_AMT,0.0
PRCDRS_MDCR_STDZD_PYMT_PCT,0.0
PRCDRS_MDCR_STDZD_PYMT_PC,0.0
PRCDRS_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_PRCDRS_CNT,0.0
BENES_PRCDRS_PCT,0.0
PRCDR_EVNTS_PER_1000_BENES,0.0
TESTS_MDCR_PYMT_AMT,0.0
TESTS_MDCR_PYMT_PCT,0.0
TESTS_MDCR_PYMT_PC,0.0
TESTS_MDCR_PYMT_PER_USER,0.0
TESTS_MDCR_STDZD_PYMT_AMT,0.0
TESTS_MDCR_STDZD_PYMT_PCT,0.0
TESTS_MDCR_STDZD_PYMT_PC,0.0
TESTS_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_TESTS_CNT,0.0
BENES_TESTS_PCT,0.0
TESTS_EVNTS_PER_1000_BENES,0.0
IMGNG_MDCR_PYMT_AMT,0.0
IMGNG_MDCR_PYMT_PCT,0.0
IMGNG_MDCR_PYMT_PC,0.0
IMGNG_MDCR_PYMT_PER_USER,0.0
IMGNG_MDCR_STDZD_PYMT_AMT,0.0
IMGNG_MDCR_STDZD_PYMT_PCT,0.0
IMGNG_MDCR_STDZD_PYMT_PC,0.0
IMGNG_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_IMGNG_CNT,0.0
BENES_IMGNG_PCT,0.0
IMGNG_EVNTS_PER_1000_BENES,0.0
DME_MDCR_PYMT_AMT,0.0
DME_MDCR_PYMT_PCT,0.0
DME_MDCR_PYMT_PC,0.0
DME_MDCR_PYMT_PER_USER,0.0
DME_MDCR_STDZD_PYMT_AMT,0.0
DME_MDCR_STDZD_PYMT_PCT,0.0
DME_MDCR_STDZD_PYMT_PC,0.0
DME_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_DME_CNT,0.0
BENES_DME_PCT,0.0
DME_EVNTS_PER_1000_BENES,0.0
OP_DLYS_MDCR_PYMT_AMT,0.0
OP_DLYS_MDCR_PYMT_PCT,0.0
OP_DLYS_MDCR_PYMT_PC,0.0
OP_DLYS_MDCR_PYMT_PER_USER,0.0
OP_DLYS_MDCR_STDZD_PYMT_AMT,0.0
OP_DLYS_MDCR_STDZD_PYMT_PCT,0.0
OP_DLYS_MDCR_STDZD_PYMT_PC,0.0
OP_DLYS_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_OP_DLYS_CNT,0.0
BENES_OP_DLYS_PCT,0.0
OP_DLYS_VISITS_PER_1000_BENES,0.0
FQHC_RHC_MDCR_PYMT_AMT,0.0
FQHC_RHC_MDCR_PYMT_PCT,0.0
FQHC_RHC_MDCR_PYMT_PC,0.0
FQHC_RHC_MDCR_PYMT_PER_USER,0.0
FQHC_RHC_MDCR_STDZD_PYMT_AMT,0.0
FQHC_RHC_MDCR_STDZD_PYMT_PCT,0.0
FQHC_RHC_MDCR_STDZD_PYMT_PC,0.0
FQHC_RHC_MDCR_STDZD_PYMT_PU,0.0
BENES_FQHC_RHC_CNT,0.0
BENES_FQHC_RHC_PCT,0.0
FQHC_RHC_VISITS_PER_1000_BENES,0.0
AMBLNC_MDCR_PYMT_AMT,0.0
AMBLNC_MDCR_PYMT_PCT,0.0
AMBLNC_MDCR_PYMT_PC,0.0
AMBLNC_MDCR_PYMT_PER_USER,0.0
AMBLNC_MDCR_STDZD_PYMT_AMT,0.0
AMBLNC_MDCR_STDZD_PYMT_PCT,0.0
AMBLNC_MDCR_STDZD_PYMT_PC,0.0
AMBLNC_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_AMBLNC_CNT,0.0
BENES_AMBLNC_PCT,0.0
AMBLNC_EVNTS_PER_1000_BENES,0.0
TRTMNTS_MDCR_PYMT_AMT,0.0
TRTMNTS_MDCR_PYMT_PCT,0.0
TRTMNTS_MDCR_PYMT_PC,0.0
TRTMNTS_MDCR_PYMT_PER_USER,0.0
TRTMNTS_MDCR_STDZD_PYMT_AMT,0.0
TRTMNTS_MDCR_STDZD_PYMT_PCT,0.0
TRTMNTS_MDCR_STDZD_PYMT_PC,0.0
TRTMNTS_MDCR_STDZD_PYMT_PER_USER,0.0
BENES_TRTMNTS_CNT,0.0
BENES_TRTMNTS_PCT,0.0
TRTMNTS_EVNTS_PER_1000_BENES,0.0
PTB_OTHR_SRVCS_MDCR_PYMT_AMT,0.0
PTB_OTHR_SRVCS_MDCR_STDZD_PYMT,0.0
TOT_PBPMT_RDCTN_AMT,33.33003005978925
TOT_PBPMT_RDCTN_PCC,33.33003005978925
PQI03_DBTS_AGE_LT_65,96.67030026756515
PQI03_DBTS_AGE_65_74,96.67030026756515
PQI03_DBTS_AGE_GE_75,96.67030026756515
PQI05_COPD_ASTHMA_AGE_40_64,96.67030026756515
PQI05_COPD_ASTHMA_AGE_65_74,96.67030026756515
PQI05_COPD_ASTHMA_AGE_GE_75,96.67030026756515
PQI07_HYPRTNSN_AGE_LT_65,96.67030026756515
PQI07_HYPRTNSN_AGE_65_74,96.67030026756515
PQI07_HYPRTNSN_AGE_GE_75,96.67030026756515
PQI08_CHF_AGE_LT_65,96.67030026756515
PQI08_CHF_AGE_65_74,96.67030026756515
PQI08_CHF_AGE_GE_75,96.67030026756515
PQI11_BCTRL_PNA_AGE_LT_65,96.67030026756515
PQI11_BCTRL_PNA_AGE_65_74,96.67030026756515
PQI11_BCTRL_PNA_AGE_GE_75,96.67030026756515
PQI12_UTI_AGE_LT_65,96.67030026756515
PQI12_UTI_AGE_65_74,96.67030026756515
PQI12_UTI_AGE_GE_75,96.67030026756515
PQI15_ASTHMA_AGE_LT_40,96.67030026756515
PQI16_LWRXTRMTY_AMPUTN_AGE_LT_65,96.67030026756515
PQI16_LWRXTRMTY_AMPUTN_AGE_65_74,96.67030026756515
PQI16_LWRXTRMTY_AMPUTN_AGE_GE_75,96.67030026756515
